ID,Titre,Année,Genres,Note,Votes
tt0096251,Tetsuo: The Iron Man,1989,"Horror,Sci-Fi",6.9,26885
tt0096252,Tezaab,1988,"Action,Crime,Drama",6.9,2575
tt0096256,They Live,1988,"Action,Horror,Sci-Fi",7.2,151024
tt0096257,The Thin Blue Line,1988,"Crime,Documentary",7.9,26580
tt0096259,Things Change,1988,"Comedy,Crime,Drama",7.0,4156
tt0096267,Tiger Warsaw,1988,Drama,4.7,1115
tt0096280,To Kill A Priest,1988,"Drama,History,Thriller",6.1,1720
tt0096282,Tommy Tricker and the Stamp Traveller,1988,"Adventure,Family,Fantasy",6.8,1180
tt0096283,My Neighbor Totoro,1988,"Animation,Comedy,Family",8.1,394494
tt0096288,Landscape in the Mist,1988,Drama,7.9,10052
tt0096289,Torch Song Trilogy,1988,"Comedy,Drama,Romance",7.8,8024
tt0096294,Track 29,1988,"Drama,Mystery",5.8,2559
tt0096310,Troma's War,1988,"Action,Adventure,Comedy",5.5,2535
tt0096316,Tucker: The Man and His Dream,1988,"Biography,Comedy,Drama",6.9,22558
tt0096319,Twice Dead,1988,"Horror,Thriller",5.3,1027
tt0096320,Twins,1988,"Comedy,Crime",6.2,140281
tt0096321,Twister,1989,"Comedy,Drama",5.2,2383
tt0096324,Two Moon Junction,1988,"Drama,Romance",5.0,6667
tt0096328,U2: Rattle and Hum,1988,"Documentary,Music",7.6,6250
tt0096329,Ubit drakona,1988,"Drama,Family,Fantasy",7.8,2084
tt0096332,The Unbearable Lightness of Being,1988,"Drama,Romance",7.3,39250
tt0096336,Story of Women,1988,"Drama,History,Romance",7.5,5921
tt0096340,The Unholy,1988,Horror,5.0,2107
tt0096344,The Unnamable,1988,Horror,4.8,3275
tt0096378,Vibes,1988,"Adventure,Comedy,Romance",5.7,5347
tt0096380,Vice Versa,1988,"Comedy,Fantasy",5.9,10779
tt0096386,Life Is a Long Quiet River,1988,Comedy,6.8,4785
tt0096402,Voyage of the Rock Aliens,1984,"Comedy,Musical,Sci-Fi",5.2,1655
tt0096403,Time of Violence,1988,Drama,9.0,2451
tt0096409,Walker,1987,"Biography,Drama,History",6.6,4440
tt0096425,Watchers,1988,"Action,Horror,Sci-Fi",5.4,4880
tt0096426,Waxwork,1988,"Comedy,Horror",6.1,14589
tt0096438,Who Framed Roger Rabbit,1988,"Adventure,Animation,Comedy",7.7,221724
tt0096446,Willow,1988,"Action,Adventure,Drama",7.2,131952
tt0096453,Witchery,1989,Horror,4.3,2480
tt0096454,Without a Clue,1988,"Comedy,Crime,Mystery",6.9,11345
tt0096461,As Tears Go By,1988,"Crime,Drama,Romance",7.0,12998
tt0096463,Working Girl,1988,"Comedy,Drama,Romance",6.8,64124
tt0096464,A World Apart,1988,Drama,7.0,1878
tt0096465,World Gone Wild,1987,"Action,Sci-Fi",5.1,1116
tt0096466,The Wrong Guys,1988,Comedy,5.1,1038
tt0096486,Young Einstein,1988,Comedy,5.2,9398
tt0096487,Young Guns,1988,"Action,Drama,Western",6.8,69699
tt0096507,Born to Defense,1988,"Action,War",5.7,2131
tt0096511,Zombie 3,1988,"Action,Horror,Sci-Fi",4.9,5654
tt0096517,Door on the Left as You Leave the Elevator,1988,"Comedy,Romance",6.6,2029
tt0096523,The Student,1988,"Comedy,Romance",5.8,2400
tt0096734,The 'Burbs,1989,"Comedy,Mystery,Thriller",6.8,85865
tt0096740,300 Miles to Heaven,1989,"Biography,Drama",7.1,1096
tt0096741,Deadly Games,1989,"Action,Horror,Thriller",6.4,2857
tt0096744,84C MoPic,1989,"Drama,War",6.8,2038
tt0096754,The Abyss,1989,"Adventure,Drama,Mystery",7.5,198159
tt0096764,The Adventures of Baron Munchausen,1988,"Adventure,Comedy,Fantasy",7.1,57769
tt0096769,After Midnight,1989,"Horror,Thriller",5.4,2534
tt0096786,Alienator,1990,"Action,Drama,Fantasy",3.3,1877
tt0096787,All Dogs Go to Heaven,1989,"Adventure,Animation,Comedy",6.7,47680
tt0096794,Always,1989,"Drama,Fantasy,Romance",6.4,33374
tt0096804,American Ninja 3: Blood Hunt,1989,"Action,Drama",3.7,6012
tt0096827,Apoorva Sagodharargal,1989,"Action,Comedy,Drama",8.3,4714
tt0096841,The Asthenic Syndrome,1989,Drama,6.6,1453
tt0096842,Asterix and the Big Fight,1989,"Adventure,Animation,Comedy",6.4,8991
tt0096852,Notebook on Cities and Clothes,1989,Documentary,6.4,1155
tt0096863,My Twentieth Century,1989,"Comedy,Drama,Sci-Fi",7.0,2058
tt0096866,The BFG,1989,"Adventure,Animation,Drama",6.7,7637
tt0096869,Babar: The Movie,1989,"Adventure,Animation,Family",6.3,1151
tt0096870,Going Overboard,1989,Comedy,1.8,14751
tt0096871,Baby Blood,1990,Horror,6.0,2426
tt0096874,Back to the Future Part II,1989,"Adventure,Comedy,Sci-Fi",7.8,586804
tt0096875,Catchfire,1990,"Action,Comedy,Crime",5.3,4725
tt0096894,"Bashu, the Little Stranger",1989,"Drama,War",8.0,3288
tt0096895,Batman,1989,"Action,Adventure",7.5,413672
tt0096908,A City of Sadness,1989,"Comedy,Drama,History",7.8,6322
tt0096913,Best of the Best,1989,"Action,Drama,Sport",6.4,15795
tt0096920,Beyond the Door III,1989,"Fantasy,Horror",5.2,1615
tt0096921,Beyond the Stars,1989,"Drama,Sci-Fi",5.2,1295
tt0096925,Big Man on Campus,1989,"Comedy,Fantasy",6.0,1700
tt0096926,The Big Picture,1989,"Comedy,Drama,Romance",6.2,6310
tt0096928,Bill & Ted's Excellent Adventure,1989,"Adventure,Comedy,Music",6.9,144069
tt0096933,Black Rain,1989,"Action,Crime,Drama",6.6,61001
tt0096936,Blades,1988,"Comedy,Horror",5.1,1262
tt0096943,Blaze,1989,"Biography,Comedy,Drama",6.0,4257
tt0096945,Blind Fury,1989,"Action,Comedy,Crime",6.3,19210
tt0096951,Blood Red,1989,"Drama,Romance,Western",4.1,1027
tt0096952,Bloodfist,1989,"Action,Sport",4.7,1386
tt0096953,Bloodhounds of Broadway,1989,"Comedy,Drama,Romance",5.3,1472
tt0096966,The Battle of Kosovo,1989,"Drama,History,War",7.6,2843
tt0096969,Born on the Fourth of July,1989,"Biography,Drama,War",7.2,118605
tt0096976,Breaking In,1989,"Adventure,Comedy",6.1,1799
tt0096978,Brenda Starr,1989,"Adventure,Comedy,Romance",4.7,1291
tt0097001,C.H.U.D. II: Bud the Chud,1989,"Comedy,Horror,Sci-Fi",4.1,4151
tt0097004,Caged Fury,1990,Action,3.9,1348
tt0097007,The Caller,1987,"Mystery,Sci-Fi,Thriller",6.1,1779
tt0097008,Cameron's Closet,1988,"Fantasy,Horror",5.0,1163
tt0097027,Casualties of War,1989,"Action,Crime,Drama",7.1,49087
tt0097028,Cat Chaser,1989,"Crime,Drama,Thriller",5.2,1548
tt0097044,Chances Are,1989,"Comedy,Fantasy,Romance",6.5,14130
tt0097045,Chandni,1989,"Drama,Musical,Romance",6.7,2172
tt0097050,The Adventures of Milo and Otis,1986,"Adventure,Drama,Family",6.9,12974
tt0097051,What Time Is It?,1989,"Comedy,Drama",7.3,1357
tt0097053,Cheetah,1989,"Adventure,Drama,Family",5.9,1215
tt0097074,Cohen and Tate,1988,"Action,Crime,Drama",6.3,2769
tt0097081,Collision Course,1989,"Action,Comedy,Crime",4.7,1789
tt0097095,Coming Out,1989,"Drama,Romance",7.0,1897
tt0097099,Common Threads: Stories from the Quilt,1989,"Biography,Documentary,History",8.1,1128
tt0097100,Communion,1989,"Biography,Drama,Horror",5.5,7998
tt0097106,A Tale of Springtime,1990,"Comedy,Drama,Romance",7.1,6016
tt0097108,"The Cook, the Thief, His Wife & Her Lover",1989,"Crime,Drama",7.5,42741
tt0097109,Cookie,1989,"Comedy,Crime",5.4,1595
tt0097116,Cousins,1989,"Comedy,Romance",6.4,5215
tt0097123,Crimes and Misdemeanors,1989,"Comedy,Drama",7.8,61484
tt0097125,Criminal Law,1988,"Crime,Drama,Thriller",5.7,4756
tt0097131,Cruising Bar,1989,Comedy,6.6,1201
tt0097136,Cutting Class,1989,"Comedy,Crime,Horror",4.6,6368
tt0097138,Cyborg,1989,"Action,Sci-Fi,Thriller",5.0,35152
tt0097142,Dad,1989,"Comedy,Drama",6.3,5373
tt0097162,Dead Calm,1989,"Horror,Thriller",6.8,44756
tt0097165,Dead Poets Society,1989,"Comedy,Drama",8.1,569892
tt0097166,Dead Bang,1989,"Action,Crime,Drama",6.1,4679
tt0097174,Deathstalker and the Warriors from Hell,1988,"Action,Adventure,Fantasy",2.8,2415
tt0097179,DeepStar Six,1989,"Action,Horror,Sci-Fi",5.3,13687
tt0097182,The Delinquents,1989,"Drama,Romance",5.7,1093
tt0097195,Why Has Bodhi-Dharma Left for the East?,1989,Drama,7.4,1472
tt0097202,The Killer,1989,"Action,Crime,Drama",7.7,52290
tt0097211,Disorganized Crime,1989,"Action,Comedy,Crime",6.2,2643
tt0097216,Do the Right Thing,1989,"Comedy,Drama",7.9,115566
tt0097223,Time of the Gypsies,1988,"Comedy,Crime,Drama",8.1,33178
tt0097228,Dr. Caligari,1989,"Comedy,Horror,Sci-Fi",6.0,1719
tt0097235,The Dream Team,1989,"Comedy,Crime,Thriller",6.5,16715
tt0097236,Dream a Little Dream,1989,"Comedy,Drama,Romance",5.7,8060
tt0097239,Driving Miss Daisy,1989,"Comedy,Drama",7.3,119385
tt0097240,Drugstore Cowboy,1989,"Crime,Drama",7.2,41717
tt0097243,A Dry White Season,1989,"Drama,Thriller",7.0,6392
tt0097244,God of Gamblers,1989,"Action,Adventure,Comedy",7.2,6626
tt0097253,Deja vu,1990,"Comedy,Crime,History",7.5,1586
tt0097257,Earth Girls Are Easy,1988,"Comedy,Musical,Romance",5.5,25762
tt0097262,Eddie and the Cruisers II: Eddie Lives!,1989,"Drama,Music,Romance",6.2,3336
tt0097263,Edge of Sanity,1989,"Drama,Horror,Thriller",5.3,1851
tt0097276,"Enemies, A Love Story",1989,"Comedy,Drama,Romance",6.5,2647
tt0097289,Erik the Viking,1989,"Adventure,Comedy,Fantasy",6.1,14694
tt0097292,Hard to Be a God,1989,"Adventure,Drama,Sci-Fi",6.4,1276
tt0097314,The Experts,1989,Comedy,4.9,2784
tt0097322,The Fabulous Baker Boys,1989,"Comedy,Drama,Music",6.9,26244
tt0097328,Family Business,1989,"Crime,Drama",5.7,14087
tt0097332,Far from Home,1989,"Crime,Drama,Mystery",5.5,2396
tt0097334,Farewell to the King,1989,"Action,Adventure,Drama",6.2,3194
tt0097336,Fat Man and Little Boy,1989,"Biography,Drama,History",6.5,9357
tt0097351,Field of Dreams,1989,"Drama,Family,Fantasy",7.5,131885
tt0097364,Flesh-Eating Mothers,1988,"Comedy,Horror",4.3,1328
tt0097365,Flesh Gordon Meets the Cosmic Cheerleaders,1990,"Comedy,Sci-Fi",3.7,1736
tt0097366,Fletch Lives,1989,"Comedy,Crime,Mystery",6.1,23675
tt0097368,The Fly II,1989,"Drama,Horror,Sci-Fi",5.1,25274
tt0097371,Food of the Gods II,1989,"Horror,Sci-Fi",4.1,1453
tt0097372,For All Mankind,1989,"Documentary,History",8.1,6732
tt0097373,For Queen & Country,1988,"Action,Crime,Drama",5.6,2693
tt0097383,Francesco,1989,"Biography,Drama,History",6.2,1748
tt0097388,Friday the 13th Part VIII: Jason Takes Manhattan,1989,"Adventure,Horror,Thriller",4.5,44820
tt0097390,Fright Night Part 2,1988,"Comedy,Horror,Thriller",5.9,14736
tt0097408,"Galimatias, czyli kogel-mogel II",1989,Comedy,6.3,1335
tt0097409,An Enemy of the People,1989,Drama,7.3,1627
tt0097410,Gunhed,1989,"Action,Drama,Sci-Fi",5.3,1107
tt0097416,Kaadhalan,1994,"Action,Drama,Romance",7.1,2215
tt0097428,Ghostbusters II,1989,"Action,Comedy,Fantasy",6.6,230426
tt0097437,Geethanjali,1989,"Drama,Romance",8.3,2976
tt0097438,Gleaming the Cube,1989,"Action,Drama,Mystery",6.3,9290
tt0097441,Glory,1989,"Biography,Drama,History",7.8,147132
tt0097443,The Gods Must Be Crazy II,1989,Comedy,6.8,18339
tt0097444,Godzilla vs. Biollante,1989,"Action,Drama,Fantasy",6.5,7218
tt0097455,Grandmother's House,1988,"Horror,Thriller",5.1,2419
tt0097457,Great Balls of Fire!,1989,"Biography,Drama,Music",6.3,19168
tt0097458,Gross Anatomy,1989,Drama,6.2,4173
tt0097474,Halloween 5: The Revenge of Michael Myers,1989,"Horror,Thriller",4.9,48795
tt0097478,Happy Together,1989,"Comedy,Romance",5.9,2171
tt0097481,Harlem Nights,1989,"Comedy,Crime,Drama",6.1,25472
tt0097487,Hawks,1988,"Comedy,Drama",6.7,1247
tt0097493,Heathers,1988,"Comedy,Crime",7.1,120265
tt0097498,Hellgate,1989,Horror,3.7,1833
tt0097499,Henry V,1989,"Biography,Drama,History",7.5,32143
tt0097500,Her Alibi,1989,"Comedy,Crime,Mystery",5.8,7980
tt0097503,Hider in the House,1989,Thriller,5.9,2000
tt0097521,Homer and Eddie,1989,"Comedy,Crime,Drama",5.3,2073
tt0097523,"Honey, I Shrunk the Kids",1989,"Adventure,Comedy,Family",6.4,169614
tt0097527,House III: The Horror Show,1989,Horror,5.1,4868
tt0097530,How I Got Into College,1989,"Comedy,Romance",5.8,2421
tt0097531,How to Get Ahead in Advertising,1989,"Comedy,Fantasy",6.8,6707
tt0097534,Howling V: The Rebirth,1989,"Horror,Mystery",4.3,3077
tt0097539,In the Line of Duty IV,1989,"Action,Comedy,Crime",7.1,1879
tt0097550,I Bought a Vampire Motorcycle,1990,"Comedy,Crime,Fantasy",5.4,1645
tt0097557,"I, Madman",1989,"Fantasy,Horror",5.9,3853
tt0097561,The Needle,1988,"Drama,Thriller",6.9,3060
tt0097567,Immediate Family,1989,Drama,6.0,1789
tt0097570,In Country,1989,"Drama,Romance,War",5.9,3204
tt0097573,In the Cold of the Night,1990,"Drama,Mystery,Thriller",4.7,1854
tt0097576,Indiana Jones and the Last Crusade,1989,"Action,Adventure",8.2,824927
tt0097579,An Innocent Man,1989,"Action,Crime,Drama",6.5,7816
tt0097584,Intergirl,1989,"Drama,Romance",7.0,1561
tt0097607,Jacknife,1989,"Drama,War",6.4,6670
tt0097613,The January Man,1989,"Action,Comedy,Crime",5.5,9370
tt0097618,The Iceman Cometh,1989,"Action,Comedy,Romance",6.6,1223
tt0097626,Johnny Handsome,1989,"Crime,Drama,Thriller",6.1,11300
tt0097630,Journey to the Center of the Earth,1988,"Adventure,Sci-Fi",2.6,1487
tt0097635,Jesus of Montreal,1989,"Drama,Romance",7.5,7632
tt0097636,The Jönsson Gang in Mallorca,1989,"Comedy,Crime",5.9,4110
tt0097637,K-9,1989,"Action,Comedy,Crime",6.1,36135
tt0097647,The Karate Kid Part III,1989,"Action,Drama,Family",5.3,71170
tt0097659,Kickboxer,1989,"Action,Sport,Thriller",6.4,62552
tt0097662,Kill Me Again,1989,"Action,Crime,Drama",6.3,5877
tt0097670,Kinjite: Forbidden Subjects,1989,"Action,Crime,Drama",5.5,3992
tt0097676,Kogel-mogel,1988,Comedy,6.7,2109
tt0097694,Black Rain,1989,"Drama,War",7.8,4087
tt0097702,The Icicle Thief,1989,"Comedy,Crime,Fantasy",7.0,1078
tt0097714,Last Exit to Brooklyn,1989,Drama,6.8,7179
tt0097719,Laurin,1989,"Drama,Horror,Mystery",6.3,1021
tt0097722,Lean on Me,1989,"Biography,Drama",7.4,23399
tt0097727,A legényanya,1989,Comedy,7.4,1639
tt0097728,Leningrad Cowboys Go America,1989,"Comedy,Music",7.0,8779
tt0097731,Let It Ride,1989,"Action,Comedy",6.8,6984
tt0097733,Lethal Weapon 2,1989,"Action,Crime,Thriller",7.3,192666
tt0097737,Leviathan,1989,"Adventure,Horror,Mystery",5.8,24853
tt0097742,Licence to Kill,1989,"Action,Adventure,Thriller",6.7,114245
tt0097756,Listen to Me,1989,"Drama,Romance",5.2,1378
tt0097757,The Little Mermaid,1989,"Adventure,Animation,Family",7.6,296700
tt0097758,Little Monsters,1989,"Adventure,Comedy,Family",6.0,14594
tt0097769,The Local Stigmatic,1990,Drama,5.6,1701
tt0097770,Lock Up,1989,"Action,Crime,Drama",6.4,47398
tt0097775,The Master,1992,"Action,Comedy,Crime",5.7,3059
tt0097778,Look Who's Talking,1989,Comedy,5.9,87977
tt0097781,Lords of the Deep,1989,"Sci-Fi,Thriller",2.7,1440
tt0097782,Lost Angels,1989,Drama,5.9,1095
tt0097790,Loverboy,1989,Comedy,6.1,8981
tt0097814,Kiki's Delivery Service,1989,"Animation,Family,Fantasy",7.8,172262
tt0097815,Major League,1989,"Comedy,Sport",7.2,78281
tt0097839,Marquis,1989,"Animation,Comedy",6.8,1570
tt0097841,Marrakech Express,1989,"Adventure,Comedy",7.3,2441
tt0097843,Homework,1989,"Crime,Documentary,Drama",7.8,2090
tt0097851,Mathilukal,1990,"Drama,Romance",8.2,1704
tt0097858,Meet the Feebles,1989,"Comedy,Fantasy,Music",6.6,22492
tt0097870,Forever Mary,1989,"Crime,Drama",7.3,1260
tt0097871,Mes meilleurs copains,1989,"Comedy,Drama,Music",6.7,1178
tt0097872,My Nights Are More Beautiful Than Your Days,1989,"Drama,Romance",6.0,2282
tt0097874,Metamorphosis,1990,"Horror,Sci-Fi",4.0,1157
tt0097880,The Mighty Quinn,1989,"Action,Crime,Drama",6.0,6787
tt0097883,Millennium,1989,"Drama,Sci-Fi,Thriller",5.7,7137
tt0097884,May Fools,1990,"Comedy,Romance",7.2,3486
tt0097889,Miracle Mile,1988,"Action,Drama,Romance",7.0,12863
tt0097891,The Misadventures of Mr. Wilt,1989,"Comedy,Crime",6.1,1204
tt0097892,Miss Firecracker,1989,"Comedy,Drama",6.1,2411
tt0097904,Monsieur Hire,1989,"Crime,Drama,Romance",7.5,7303
tt0097910,Moon 44,1990,"Action,Sci-Fi,Thriller",5.0,5906
tt0097911,Moontrap,1988,"Horror,Sci-Fi",4.8,3896
tt0097937,My Left Foot,1989,"Biography,Drama",7.8,81314
tt0097938,My Mom's a Werewolf,1989,"Comedy,Horror",4.5,1402
tt0097940,Mystery Train,1989,"Comedy,Crime,Drama",7.5,31438
tt0097942,Mystics in Bali,1981,"Fantasy,Horror,Thriller",5.7,1553
tt0097958,National Lampoon's Christmas Vacation,1989,Comedy,7.5,223888
tt0097965,New York Stories,1989,"Comedy,Drama,Romance",6.4,20157
tt0097967,Next of Kin,1989,"Action,Crime,Drama",5.9,12924
tt0097971,Night Game,1989,"Crime,Drama,Horror",5.0,1343
tt0097981,A Nightmare on Elm Street: The Dream Child,1989,"Fantasy,Horror",5.0,52464
tt0097982,Nightwish,1989,"Horror,Sci-Fi",4.8,1369
tt0097987,No Holds Barred,1989,"Action,Sport",4.4,7194
tt0097991,"No Retreat, No Surrender 2",1987,"Action,Adventure",5.1,2205
tt0097995,White Wedding,1989,"Drama,Romance",6.9,2866
tt0098014,Offerings,1989,Horror,4.5,1179
tt0098019,Miracles: The Canton Godfather,1989,"Action,Comedy,Crime",6.9,5633
tt0098022,Old Gringo,1989,"Adventure,History,Romance",5.7,2165
tt0098040,Otto - Der Außerfriesische,1989,"Comedy,Romance",5.8,2805
tt0098048,Gor II,1988,"Action,Fantasy,Sci-Fi",2.4,2103
tt0098051,The Package,1989,"Action,Crime,Drama",6.4,12081
tt0098052,Paganini,1989,"Biography,Drama,Music",5.1,1189
tt0098055,Red Wood Pigeon,1989,"Comedy,Sport",7.1,3150
tt0098061,Paperhouse,1988,"Drama,Fantasy",6.6,6405
tt0098063,Paprika,1991,Drama,5.5,4943
tt0098067,Parenthood,1989,"Comedy,Drama",7.1,56129
tt0098068,Parents,1989,"Comedy,Horror,Mystery",6.1,8844
tt0098072,Hitcher in the Dark,1989,"Horror,Thriller",5.0,1019
tt0098073,Penn & Teller Get Killed,1989,"Adventure,Comedy,Crime",5.7,2087
tt0098084,Pet Sematary,1989,"Fantasy,Horror,Thriller",6.5,118104
tt0098087,The Little Thief,1988,"Comedy,Drama",6.8,2371
tt0098089,Phantom of the Mall: Eric's Revenge,1989,"Horror,Romance",5.3,2387
tt0098090,The Phantom of the Opera,1989,"Drama,Horror,Music",5.5,4636
tt0098093,Physical Evidence,1989,"Crime,Mystery,Romance",5.2,2161
tt0098097,Pink Cadillac,1989,"Action,Comedy,Crime",5.4,12585
tt0098105,Police Academy 6: City Under Siege,1989,"Comedy,Crime",4.4,33739
tt0098112,Powwow Highway,1988,"Adventure,Drama",7.2,1951
tt0098115,Prancer,1989,"Drama,Family,Fantasy",6.4,6451
tt0098136,Prom Night III: The Last Kiss,1990,"Comedy,Horror",4.6,2694
tt0098141,The Punisher,1989,"Action,Crime,Thriller",5.6,26562
tt0098147,A Terra-Cotta Warrior,1989,"Adventure,Comedy,Fantasy",6.7,1105
tt0098155,Pedicab Driver,1989,"Action,Comedy,Drama",7.4,1084
tt0098156,R.O.T.O.R.,1987,"Action,Sci-Fi,Thriller",2.7,3855
tt0098157,Rabid Grannies,1988,"Comedy,Horror",4.9,2255
tt0098160,The Rachel Papers,1989,"Comedy,Drama,Romance",6.0,2233
tt0098165,The Rainbow,1989,"Action,Drama,Romance",6.3,1777
tt0098168,Ram Lakhan,1989,"Action,Comedy,Drama",6.7,3003
tt0098175,Recollections of the Yellow House,1989,"Adventure,Comedy,Drama",7.3,1455
tt0098180,Red Scorpion,1988,"Action,Adventure",5.2,10031
tt0098184,Relentless,1989,"Crime,Thriller",5.9,1943
tt0098188,Renegades,1989,"Action,Crime,Drama",5.4,4041
tt0098189,The Journey to Melonia,1989,"Adventure,Animation,Family",7.3,1482
tt0098193,The Return of Swamp Thing,1989,"Action,Adventure,Comedy",4.6,6497
tt0098194,The Return of the Musketeers,1989,"Action,Adventure,Romance",5.9,4011
tt0098205,River of Death,1989,"Action,Adventure,Drama",4.4,1595
tt0098206,Road House,1989,"Action,Thriller",6.7,104977
tt0098213,Roger & Me,1989,Documentary,7.5,27737
tt0098214,Red Dawn,1990,"Drama,Thriller",8.0,2139
tt0098219,Romero,1989,"Biography,Crime,Drama",7.1,2501
tt0098220,"Mama, There's a Man in Your Bed",1989,"Comedy,Romance",6.9,1857
tt0098224,Rosalie Goes Shopping,1989,Comedy,5.7,1118
tt0098230,Rude Awakening,1989,Comedy,4.8,1503
tt0098238,The French Revolution,1989,"Drama,History,Thriller",7.6,1954
tt0098251,Blood and Sand,1989,"Drama,Romance",4.6,1225
tt0098252,Blood,1989,"Drama,Mystery",7.3,1202
tt0098253,Santa Sangre,1989,"Drama,Horror,Thriller",7.5,24122
tt0098257,Savage Beach,1989,"Action,Adventure",4.4,1904
tt0098258,Say Anything,1989,"Comedy,Drama,Romance",7.3,97874
tt0098260,Scandal,1989,"Drama,History",6.4,5660
tt0098261,Scenes from the Class Struggle in Beverly Hills,1989,Comedy,5.9,1463
tt0098273,Sea of Love,1989,"Crime,Drama,Mystery",6.8,45836
tt0098276,Second Sight,1989,"Comedy,Mystery,Sci-Fi",4.3,1515
tt0098282,"See No Evil, Hear No Evil",1989,"Comedy,Crime",6.8,60009
tt0098283,See You in the Morning,1989,"Drama,Romance",5.8,1057
tt0098300,Shag,1988,"Comedy,Drama,Romance",6.4,5029
tt0098308,She's Out of Control,1989,Comedy,5.4,5007
tt0098309,She-Devil,1989,Comedy,5.7,19646
tt0098319,Shirley Valentine,1989,"Comedy,Drama,Romance",7.2,9138
tt0098320,Shocker,1989,"Comedy,Horror,Thriller",5.5,18275
tt0098321,Shocking Dark,1989,"Action,Adventure,Fantasy",4.3,2023
tt0098327,The Seventh Continent,1989,Drama,7.6,17710
tt0098328,The Siege of Firebase Gloria,1988,"Action,Drama,War",6.8,3437
tt0098333,Sinbad of the Seven Seas,1989,"Adventure,Fantasy",4.3,1911
tt0098343,Skin Deep,1989,"Comedy,Drama,Romance",6.1,5262
tt0098347,Slaves of New York,1989,"Comedy,Drama",5.7,1147
tt0098350,Slipstream,1989,"Adventure,Sci-Fi",4.7,3187
tt0098354,Society,1989,"Comedy,Horror",6.5,23004
tt0098356,Some Girls,1988,"Comedy,Drama,Fantasy",5.7,3966
tt0098360,Violent Cop,1989,"Action,Crime,Drama",7.1,13315
tt0098368,Speaking Parts,1989,"Drama,Romance",6.7,1609
tt0098369,Speed Zone,1989,"Action,Comedy,Sport",4.5,3789
tt0098375,Spontaneous Combustion,1989,"Horror,Sci-Fi,Thriller",4.9,3172
tt0098382,Star Trek V: The Final Frontier,1989,"Action,Adventure,Fantasy",5.5,65318
tt0098384,Steel Magnolias,1989,"Comedy,Drama,Romance",7.3,64770
tt0098385,Stepfather II: Make Room for Daddy,1989,"Horror,Thriller",5.6,5085
tt0098407,Twisted Obsession,1989,"Drama,Mystery,Romance",5.3,1455
tt0098412,Sundown: The Vampire in Retreat,1989,"Comedy,Horror,Western",6.0,3752
tt0098415,Survival Quest,1989,"Adventure,Thriller",6.0,1251
tt0098435,Tale of Two Sisters,1989,Drama,2.6,1829
tt0098436,The Tall Guy,1989,"Comedy,Romance",6.2,5045
tt0098437,The Winter War,1989,"Drama,History,War",7.6,8821
tt0098439,Tango & Cash,1989,"Action,Comedy,Crime",6.4,115823
tt0098442,Tap,1989,"Comedy,Drama,Music",6.6,1874
tt0098453,Teen Witch,1989,"Comedy,Fantasy,Romance",6.0,10855
tt0098454,Ten Little Indians,1989,"Crime,Mystery,Thriller",4.7,1636
tt0098465,"Thelonious Monk: Straight, No Chaser",1988,"Biography,Documentary,Music",7.5,1332
tt0098471,Three Fugitives,1989,"Action,Comedy",6.2,12965
tt0098486,The Death King,1990,"Drama,Horror",6.3,2993
tt0098491,Toofan,1989,"Action,Crime,Drama",5.1,1073
tt0098502,The Toxic Avenger Part III: The Last Temptation of Toxie,1989,"Action,Comedy,Fantasy",4.3,5430
tt0098503,The Toxic Avenger Part II,1989,"Action,Comedy,Horror",5.0,7632
tt0098513,Triumph of the Spirit,1989,"Biography,Drama,History",6.8,2880
tt0098519,Troop Beverly Hills,1989,"Adventure,Comedy",5.9,11731
tt0098520,Too Beautiful for You,1989,"Drama,Romance",6.7,3064
tt0098524,True Believer,1989,"Crime,Drama,Mystery",6.7,5610
tt0098532,The Match Factory Girl,1990,"Comedy,Crime,Drama",7.5,12298
tt0098536,Turner & Hooch,1989,"Comedy,Crime,Drama",6.2,77694
tt0098544,Codename Coq Rouge,1989,Thriller,5.7,1277
tt0098546,UHF,1989,"Comedy,Sci-Fi",6.9,32441
tt0098554,Uncle Buck,1989,Comedy,7.1,111126
tt0098559,The Architecture of Doom,1989,"Documentary,History",8.0,1161
tt0098573,Don't Let Them Shoot the Kite,1989,"Crime,Drama",8.3,7327
tt0098575,Valmont,1989,"Drama,Romance",7.0,14526
tt0098577,Vampire's Kiss,1988,"Comedy,Crime,Fantasy",6.1,22435
tt0098596,Life and Nothing But,1989,"Drama,War",7.5,2149
tt0098598,Willy the Sparrow,1989,"Adventure,Animation,Comedy",7.3,1312
tt0098600,The Vineyard,1989,Horror,4.7,1113
tt0098606,The Voice of the Moon,1990,"Comedy,Drama",6.3,3402
tt0098621,The War of the Roses,1989,"Comedy,Romance",6.8,58499
tt0098622,Warlock,1989,"Action,Fantasy,Horror",6.2,19577
tt0098625,We're No Angels,1989,"Comedy,Crime",6.1,25073
tt0098627,Weekend at Bernie's,1989,"Adventure,Comedy,Crime",6.4,64644
tt0098635,When Harry Met Sally...,1989,"Comedy,Drama,Romance",7.7,249094
tt0098645,Who's Harry Crumb?,1989,"Comedy,Mystery",5.9,18138
tt0098649,Wicked Stepmother,1989,"Comedy,Fantasy",4.0,2439
tt0098658,Wings of Fame,1990,"Comedy,Drama,Fantasy",6.8,1061
tt0098659,Winter People,1989,Drama,6.2,1716
tt0098662,Witchtrap,1989,"Action,Horror,Thriller",4.6,1401
