ID,Titre,Année,Genres,Note,Votes,Titre Français,Nom du/des Réalisateur(s)
tt0488535,Expired,2007,"Comedy,Drama,Romance",6.1,1573,,['Cecilia Miniucchi']
tt0488539,Farce of the Penguins,2006,Comedy,4.0,5064,La farce de l'empereur,['Bob Saget']
tt0488604,The Oxford Murders,2008,"Crime,Mystery,Thriller",6.1,30968,Crimes à Oxford,['Álex de la Iglesia']
tt0488658,Unaccompanied Minors,2006,"Adventure,Comedy,Family",5.4,12543,Enfants non accompagnés,['Paul Feig']
tt0488763,Shadowless Sword,2005,"Action,Adventure,History",6.4,2987,Le règne par le sabre,['Young-jun Kim']
tt0488763,Shadowless Sword,2005,"Action,Adventure,History",6.4,2987,Shadowless Sword,['Young-jun Kim']
tt0488798,Welcome,2007,"Comedy,Crime,Drama",7.1,26553,,"['Anees Bazmee', 'Mayur K. Barot']"
tt0488834,The Chaos Class: Bye Bye,1981,Comedy,6.3,6423,,['Ertem Egilmez']
tt0488836,Hanuman,2005,Animation,8.0,2023,,"['V.G. Samant', 'Milind Ukey']"
tt0488853,Stockholm Boogie,2005,"Comedy,Drama",6.3,1241,,"['John Lindgren', 'Karl-Uno Lindgren']"
tt0488870,Always: Sunset on Third Street,2005,"Comedy,Drama,Family",7.7,2547,,['Takashi Yamazaki']
tt0488905,The Banishment,2007,"Drama,Romance",7.5,9182,Le bannissement,['Andrey Zvyagintsev']
tt0488906,Zinda,2006,"Action,Drama,Mystery",4.9,3829,,['Sanjay Gupta']
tt0488962,Big Bad Wolf,2006,"Action,Comedy,Fantasy",5.2,2867,L'ordre du loup,['Lance W. Dreesen']
tt0488988,Chapter 27,2007,"Biography,Crime,Drama",5.6,11715,Chapitre 27,['J.P. Schaefer']
tt0489010,A Crime,2006,"Crime,Thriller",5.6,2155,Un crime,['Manuel Pradal']
tt0489037,Who Killed the Electric Car?,2006,Documentary,7.6,12814,Qui a tué la voiture électrique?,['Chris Paine']
tt0489049,Fanboys,2009,"Adventure,Comedy,Crime",6.5,61784,Fanboys,['Kyle Newman']
tt0489062,Going to Pieces: The Rise and Fall of the Slasher Film,2006,"Documentary,Horror",7.2,3672,,['Jeff McQueen']
tt0489085,I-See-You.com,2006,Comedy,5.4,2940,Voyeurs.com,['Eric Steven Stahl']
tt0489085,I-See-You.com,2006,Comedy,5.4,2940,American Voyeurs,['Eric Steven Stahl']
tt0489099,Jumper,2008,"Action,Adventure,Sci-Fi",6.1,328004,Jumper,['Doug Liman']
tt0489225,Man in the Chair,2007,"Comedy,Drama",7.0,1736,,['Michael Schroeder']
tt0489235,My Name Is Bruce,2007,"Comedy,Fantasy,Horror",6.1,25295,My Name Is Bruce,['Bruce Campbell']
tt0489237,The Nanny Diaries,2007,"Comedy,Drama,Romance",6.2,65085,Le journal d'une baby-sitter,"['Shari Springer Berman', 'Robert Pulcini']"
tt0489244,Night of the Living Dead 3D,2006,Horror,3.1,3947,La nuit des morts-vivants 3D,['Jeff Broadstreet']
tt0489247,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,"Documentary,Sport",7.3,1550,,"['Paul Crowder', 'John Dower']"
tt0489270,Saw III,2006,"Horror,Mystery,Thriller",6.2,217794,Saw 3,['Darren Lynn Bousman']
tt0489270,Saw III,2006,"Horror,Mystery,Thriller",6.2,217794,Saw III: Director's Cut Extreme,['Darren Lynn Bousman']
tt0489270,Saw III,2006,"Horror,Mystery,Thriller",6.2,217794,Saw III,['Darren Lynn Bousman']
tt0489281,Stop-Loss,2008,"Drama,War",6.4,21037,Stop-Loss,['Kimberly Peirce']
tt0489282,Strange Wilderness,2008,"Adventure,Comedy",5.2,22983,,['Fred Wolf']
tt0489318,The Perfect Witness,2007,"Crime,Horror,Thriller",5.4,1488,,['Thomas Dunn']
tt0489325,V2: Dead Angel,2007,"Action,Mystery,Thriller",6.2,2577,,['Aleksi Mäkelä']
tt0489327,Venus,2006,"Comedy,Drama,Romance",7.1,13576,,['Roger Michell']
tt0489342,Which Way Home,2009,Documentary,7.8,1210,,['Rebecca Cammisa']
tt0489458,Drained,2006,"Comedy,Drama",7.3,5616,L'odeur du siphon,['Heitor Dhalia']
tt0489461,Blood Curse,2006,"Horror,Mystery",6.5,1810,,"['Tiago Guedes', 'Frederico Serra']"
tt0489486,"Good Boy, Bad Boy",2007,"Comedy,Musical",3.9,2034,,['Ashwini Chaudhary']
tt0489664,Shattered,2007,"Crime,Drama,Thriller",6.6,34001,Le chantage,['Mike Barker']
tt0489682,Conversations with God,2006,"Adventure,Drama",6.5,2523,,['Stephen Deutsch']
tt0489713,Girgiriye,1981,Comedy,6.2,1194,,['Kartal Tibet']
tt0489714,Girgiriye'de Senlik Var,1982,Comedy,5.9,1053,,['Kartal Tibet']
tt0489793,OrAngeLove,2007,"Drama,Romance",6.5,1165,,['Alan Badoev']
tt0490076,All the Boys Love Mandy Lane,2006,"Horror,Mystery,Thriller",5.5,35213,Tous les garçons aiment Mandy Lane,['Jonathan Levine']
tt0490084,Because I Said So,2007,"Comedy,Romance",5.6,40676,A la recherche de l'homme parfait,['Michael Lehmann']
tt0490086,Big Stan,2007,"Action,Comedy",6.2,48510,Le Grand Stan,['Rob Schneider']
tt0490166,London to Brighton,2006,"Crime,Drama,Thriller",6.9,8803,London to Brighton,['Paul Andrew Williams']
tt0490170,Love Story 2050,2008,"Action,Adventure,Drama",2.6,2699,,['Harry Baweja']
tt0490181,Mutant Chronicles,2008,"Action,Adventure,Mystery",5.2,27321,The Mutant Chronicles,['Simon Hunter']
tt0490181,Mutant Chronicles,2008,"Action,Adventure,Mystery",5.2,27321,Mutant Chronicles,['Simon Hunter']
tt0490196,Phat Girlz,2006,Comedy,3.3,9489,Zéro complexe,['Nnegest Likké']
tt0490196,Phat Girlz,2006,Comedy,3.3,9489,Phat Girlz,['Nnegest Likké']
tt0490204,Reign Over Me,2007,Drama,7.4,100445,À coeur ouvert,['Mike Binder']
tt0490210,Sarkar Raj,2008,"Action,Crime,Drama",6.7,7937,,['Ram Gopal Varma']
tt0490215,Silence,2016,"Drama,History",7.2,125379,Silence,['Martin Scorsese']
tt0490234,A Secret,2007,"Drama,War",6.8,3355,Un secret,['Claude Miller']
tt0490377,De brief voor de koning,2008,Adventure,5.9,1541,Les Chevaliers du roi,['Pieter Verhoeff']
tt0490377,De brief voor de koning,2008,Adventure,5.9,1541,Lettre pour le roi,['Pieter Verhoeff']
tt0490499,The Tiger's Tail,2006,"Comedy,Crime,Drama",5.8,1491,,['John Boorman']
tt0490527,The Thirst,2006,Horror,4.0,1005,,['Jeremy Kasten']
tt0490579,Dedication,2007,"Comedy,Drama,Romance",6.6,7298,,['Justin Theroux']
tt0490701,Spin,2007,"Comedy,Romance",5.5,1276,,['Henry Pincus']
tt0491005,Kaw,2006,"Horror,Sci-Fi,Thriller",4.3,2715,Vol noir,['Sheldon Wilson']
tt0491005,Kaw,2006,"Horror,Sci-Fi,Thriller",4.3,2715,Kaw,['Sheldon Wilson']
tt0491044,Sparrow,2008,"Drama,Romance",6.7,3159,Sparrow,['Johnnie To']
tt0491046,A Matador's Mistress,2008,"Biography,Drama,Romance",5.6,3330,Manolete,['Menno Meyjes']
tt0491109,Purple Violets,2007,"Comedy,Drama,Romance",6.4,3510,Just You,['Edward Burns']
tt0491145,Shadow Puppets,2007,"Horror,Thriller",4.8,2699,,['Michael Winnick']
tt0491152,Something Borrowed,2011,"Comedy,Drama,Romance",5.8,66001,Duo à trois,['Luke Greenfield']
tt0491162,Spiral,2007,"Drama,Thriller",6.3,3959,Spiral,"['Adam Green', 'Joel David Moore']"
tt0491175,Suburbicon,2017,"Comedy,Crime,Drama",5.8,47852,Bienvenue à Suburbicon,['George Clooney']
tt0491203,Tulip Fever,2017,"Drama,History,Romance",6.2,23431,Tulip Fever,['Justin Chadwick']
tt0491211,Heavy Petting,2007,Comedy,4.4,1147,"Toi, moi... et mon chien",['Marcel Sarmiento']
tt0491244,Election 2,2006,"Crime,Drama,Thriller",7.4,7086,Election 2,['Johnnie To']
tt0491399,Haze,2005,"Horror,Mystery",6.4,3183,,"[""Shin'ya Tsukamoto""]"
tt0491720,The Final Inquiry,2006,"Adventure,Drama,History",5.3,1444,L'enquête sacrée,['Giulio Base']
tt0491747,Away from Her,2006,Drama,7.5,23274,Loin d'elle,['Sarah Polley']
tt0491775,Happy,2006,"Action,Comedy,Drama",7.1,3696,,['A. Karunakaran']
tt0491977,The Wheel Horse,1982,"Comedy,Drama",7.2,2760,,['Atif Yilmaz']
tt0492044,The Haunting in Connecticut,2009,"Drama,Horror,Mystery",5.8,66198,Le Dernier Rite,['Peter Cornwell']
tt0492330,Poltergay,2006,"Comedy,Fantasy,Horror",5.5,1286,Poltergay,['Eric Lavaine']
tt0492389,Furry Vengeance,2010,"Comedy,Family",3.9,18542,La forêt contre-attaque,['Roger Kumble']
tt0492466,Iraq in Fragments,2006,"Documentary,War",7.1,1650,,['James Longley']
tt0492473,Little Red Flowers,2006,"Comedy,Drama",6.7,1570,Les petites fleurs rouges,['Yuan Zhang']
tt0492481,Puccini for Beginners,2006,"Comedy,Romance",6.0,2514,Puccini et moi,['Maria Maggenti']
tt0492486,Shrooms,2007,"Comedy,Horror,Mystery",4.6,17942,Shrooms - Un Trip d'enfer,['Paddy Breathnach']
tt0492486,Shrooms,2007,"Comedy,Horror,Mystery",4.6,17942,Shrooms,['Paddy Breathnach']
tt0492487,Small Town Gay Bar,2006,Documentary,7.1,1185,,['Malcolm Ingram']
tt0492492,Sleeping Dogs Lie,2006,"Comedy,Drama,Romance",5.9,3546,Juste une fois!,['Bobcat Goldthwait']
tt0492496,Thin,2006,Documentary,7.4,2093,,['Lauren Greenfield']
tt0492499,An Unreasonable Man,2006,"Biography,Documentary",7.9,1775,,"['Henriette Mantel', 'Steve Skrovan']"
tt0492506,Wordplay,2006,Documentary,7.4,3807,,['Patrick Creadon']
tt0492533,Lover,2005,"Drama,Romance",5.8,1168,Aein,['Eun-tae Kim']
tt0492619,The Foot Fist Way,2006,Comedy,6.2,13826,The Foot Fist Way,['Jody Hill']
tt0492650,Art of Seduction,2005,"Comedy,Romance",6.0,1544,,['Ki-hwan Oh']
tt0492754,Salvage,2006,"Horror,Mystery,Thriller",5.3,2870,La mort sans fin,"['Jeff Crook', 'Josh Crook']"
tt0492754,Salvage,2006,"Horror,Mystery,Thriller",5.3,2870,Gruesome,"['Jeff Crook', 'Josh Crook']"
tt0492784,Strange Circus,2005,"Drama,Horror,Mystery",6.9,6401,Strange Circus,['Sion Sono']
tt0492835,The King and the Clown,2005,"Drama,History",7.3,6083,Le roi et le clown,['Lee Joon-ik']
tt0492881,The Fifth Commandment,2008,"Action,Comedy,Crime",4.5,1341,Le 5ème Commandement,['Jesse V. Johnson']
tt0492896,My Suicide,2009,"Comedy,Drama",7.1,2549,,['David Lee Miller']
tt0492912,Subject Two,2006,"Drama,Horror,Thriller",5.4,1638,Sujet n°2,['Philip Chidel']
tt0492931,The 11th Hour,2007,Documentary,7.2,5956,La 11ème heure - Le dernier virage,"['Leila Conners', 'Nadia Conners']"
tt0492956,The Game Plan,2007,"Comedy,Family,Sport",6.4,101523,Maxi papa,['Andy Fickman']
tt0492962,Destricted,2006,Drama,4.4,3005,,"['Marina Abramovic', 'Matthew Barney', 'Marco Brambilla', 'Cecily Brown', 'Larry Clark', ""Sante D'Orazio"", 'Marilyn Minter', 'Gaspar Noé', 'Richard Prince', 'Sam Taylor-Johnson', 'Tunga']"
tt0493076,Nina,2016,"Biography,Drama,Music",5.4,3105,,['Cynthia Mort']
tt0493171,I Love You in Every Language in the World,2005,Comedy,5.9,1993,,['Leonardo Pieraccioni']
tt0493247,Origin: Spirits of the Past,2006,"Adventure,Animation,Drama",6.3,4916,Origine,"['Makoto Bessho', 'Kentarô Mizuno', ""Ken'ichi Shimizu"", 'Keiichi Sugiyama', 'Kaoru Suzuki', 'Yukio Takahashi', 'Hitoshi Haga']"
tt0493264,Valley of the Wolves: Iraq,2006,"Action,Drama,War",5.7,18679,La vallée des loups - Irak,['Serdar Akar']
tt0493393,Ashes and Snow,2005,"Documentary,Drama",8.0,4444,,['Gregory Colbert']
tt0493402,Boarding Gate,2007,"Drama,Thriller",5.1,4229,Boarding Gate,['Olivier Assayas']
tt0493404,Brotherhood of Blood,2007,"Horror,Thriller",3.5,3359,,"['Michael Roesch', 'Peter Scheerer']"
tt0493405,CHIPS,2017,"Action,Comedy,Crime",6.0,51767,CHIPS,['Dax Shepard']
tt0493407,Cook Off!,2007,Comedy,4.3,1377,,"['Cathryn Michon', 'Guy Shalem']"
tt0493409,Devil's Den,2006,"Action,Comedy,Fantasy",4.7,1252,,['Jeff Burr']
tt0493417,Fool N Final,2007,"Action,Comedy,Crime",3.6,2346,,['Ahmed Khan']
tt0493420,The Great Happiness Space: Tale of an Osaka Love Thief,2006,Documentary,7.8,1494,,['Jake Clennell']
tt0493430,Jackass Number Two,2006,"Action,Comedy,Documentary",7.0,80919,Jackass Deux: Le film,['Jeff Tremaine']
tt0493437,Apna Sapna Money Money,2006,"Comedy,Musical,Romance",5.4,2337,,['Sangeeth Sivan']
tt0493439,On the Doll,2007,"Crime,Drama,Thriller",5.3,1632,,['Thomas Mignone']
tt0493450,Sixty Six,2006,"Biography,Comedy,Drama",6.7,3217,Sixty Six,['Paul Weiland']
tt0493451,The Skeptic,2008,"Horror,Thriller",5.6,4563,,['Tennyson Bardwell']
tt0493452,Slaughter Night,2006,"Action,Horror,Thriller",5.2,1803,Slaughter Night,"['Frank van Geloven', 'Edwin Visser']"
tt0493459,This Film Is Not Yet Rated,2006,Documentary,7.4,28749,,['Kirby Dick']
tt0493464,Wanted,2008,"Action,Crime,Thriller",6.7,415207,Wanted : Choisis ton destin,['Timur Bekmambetov']
tt0493949,Ramona and Beezus,2010,"Comedy,Drama,Family",6.5,20509,Ramona et Beezus,['Elizabeth Allen Rosenbaum']
tt0493949,Ramona and Beezus,2010,"Comedy,Drama,Family",6.5,20509,Soeurs malgré elles!,['Elizabeth Allen Rosenbaum']
tt0494199,5ive Girls,2006,"Horror,Thriller",4.4,3733,Five Girls,['Warren P. Sonoda']
tt0494206,Attack of the Gryphon,2007,"Action,Adventure,Fantasy",3.3,1229,L'attaque du griffon,['Andrew Prowse']
tt0494222,Eagle vs Shark,2007,"Comedy,Romance",6.7,26599,À chacun sa chacune,['Taika Waititi']
tt0494224,End of the Line,2007,"Horror,Thriller",5.8,5245,Le Terminus de l'horreur,['Maurice Devereaux']
tt0494224,End of the Line,2007,"Horror,Thriller",5.8,5245,End of the Line,['Maurice Devereaux']
tt0494238,Inkheart,2008,"Adventure,Family,Fantasy",6.1,83277,Coeur d'encre,['Iain Softley']
tt0494271,The Unknown Woman,2006,"Drama,Mystery,Thriller",7.4,16250,L'inconnue,['Giuseppe Tornatore']
tt0494277,Strictly Sexual,2008,"Comedy,Drama,Romance",6.2,5560,,['Joel Viertel']
tt0494290,Vivah,2006,"Drama,Musical,Romance",6.7,11202,,['Sooraj R. Barjatya']
tt0494501,"Wacky Class 3,5",2006,Comedy,3.0,9027,,['Ferdi Egilmez']
tt0494652,"Welcome Home, Roscoe Jenkins",2008,"Comedy,Romance",5.5,16038,Le retour de Roscoe Jenkins,['Malcolm D. Lee']
tt0494724,1 Litre of Tears,2005,Drama,7.8,1350,,['Riki Okamura']
tt0494816,The Baggy Trousers Case,1983,Comedy,7.1,2783,,['Kartal Tibet']
tt0494823,Sugar Pie Lady,1983,"Comedy,History,Musical",7.9,6942,,['Atif Yilmaz']
tt0494831,The Shutka Book of Records,2005,Documentary,8.1,1113,"Gadjo délire, le livre des records de Shutka",['Aleksandar Manic']
tt0494834,Silk,2007,"Drama,Romance",5.8,11830,Soie,['François Girard']
tt0494864,Tenderness,2009,"Crime,Drama,Mystery",5.4,8302,Traqués,['John Polson']
tt0495028,Dood eind,2006,"Horror,Thriller",4.6,1004,,['Erwin van den Eshof']
tt0495032,Gangster,2006,"Action,Crime,Drama",7.2,6841,,['Anurag Basu']
tt0495034,Golmaal: Fun Unlimited,2006,"Action,Comedy,Drama",7.5,19792,,['Rohit Shetty']
tt0495040,The Art of Crying,2006,"Comedy,Drama",7.3,2549,L'art de pleurer en choeur,['Peter Schønau Fog']
tt0495596,Tales from Earthsea,2006,"Adventure,Animation,Fantasy",6.3,45463,Les Contes de Terremer,['Gorô Miyazaki']
tt0495747,The Quick and the Undead,2006,"Action,Horror,Western",2.8,1445,,['Gerald Nott']
tt0495824,Dorm,2006,"Drama,Horror,Mystery",6.8,2265,Le pensionnat,['Songyos Sugmakanan']
tt0496226,Seven and a Half,2006,"Comedy,Drama",7.8,4988,,['Miroslav Momcilovic']
tt0496319,The Hottest State,2006,"Drama,Music,Romance",6.0,2930,,['Ethan Hawke']
tt0496328,Itty Bitty Titty Committee,2007,"Comedy,Drama,Romance",5.4,3052,,['Jamie Babbit']
tt0496350,The Marsh,2006,"Horror,Mystery",4.8,3411,The Marsh,['Jordan Barker']
tt0496373,Pretty Cool Too,2007,"Comedy,Romance",3.5,1173,,['Rolfe Kanefsky']
tt0496375,Prisoners of the Sun,2013,"Action,Adventure,Horror",3.7,1669,La malédiction de la pyramide,['Roger Christian']
tt0496436,White Noise 2: The Light,2007,"Drama,Fantasy,Horror",5.7,13884,La Voix des morts : La Lumière,['Patrick Lussier']
tt0496436,White Noise 2: The Light,2007,"Drama,Fantasy,Horror",5.7,13884,La voix des morts 2 - La lumière,['Patrick Lussier']
tt0496634,The Countess,2009,"Biography,Drama,History",6.2,8758,La Comtesse,['Julie Delpy']
tt0496806,Ocean's Thirteen,2007,"Crime,Thriller",6.9,373108,Ocean's 13,['Steven Soderbergh']
tt0497116,An Inconvenient Truth,2006,Documentary,7.4,85688,Une vérité qui dérange,['Davis Guggenheim']
tt0497137,"I'm a Cyborg, But That's OK",2006,"Comedy,Drama,Romance",6.9,26231,Je suis un cyborg,['Park Chan-wook']
tt0497316,Adrift in Manhattan,2007,Drama,5.5,1866,,['Alfredo Rodriguez de Villa']
tt0497323,Anamorph,2007,"Crime,Horror,Thriller",5.4,9878,Anamorph,['Henry Miller']
tt0497365,True North,2006,"Drama,Thriller",6.8,1138,True North,['Steve Hudson']
tt0497432,The Rage,2007,Horror,4.2,2066,,['Robert Kurtzman']
tt0497465,Vicky Cristina Barcelona,2008,"Comedy,Drama,Romance",7.1,272175,Vicky Cristina Barcelona,['Woody Allen']
tt0497477,Wrestlemaniac,2006,"Adventure,Crime,Drama",4.4,1375,,['Jesse Baget']
tt0497539,Uro,2006,"Action,Crime,Thriller",5.8,1846,,['Stefan Faldbakken']
tt0497876,"Big Bang Love, Juvenile A",2006,"Drama,Fantasy",6.7,2125,"Big Bang Love, Juvenile A",['Takashi Miike']
tt0497915,Gunda,1998,"Action,Comedy,Crime",7.3,11037,,['Kanti Shah']
tt0497972,Sex and Death 101,2007,"Comedy,Drama,Fantasy",5.9,11692,Sex and Death 101,['Daniel Waters']
tt0497986,Time,2006,"Drama,Mystery,Romance",7.1,12990,Time,['Kim Ki-duk']
tt0498097,Climates,2006,Drama,7.1,14538,Les climats,['Nuri Bilge Ceylan']
tt0498097,Climates,2006,Drama,7.1,14538,Iklimer,['Nuri Bilge Ceylan']
tt0498120,Private Fears in Public Places,2006,"Drama,Romance",6.9,4179,Petites peurs partagées,['Alain Resnais']
tt0498120,Private Fears in Public Places,2006,"Drama,Romance",6.9,4179,Private Fears,['Alain Resnais']
tt0498120,Private Fears in Public Places,2006,"Drama,Romance",6.9,4179,Coeurs,['Alain Resnais']
tt0498199,Just Love Me,2006,"Comedy,Romance",5.1,1803,,['Ryszard Zatorski']
tt0498203,Wholetrain,2006,Drama,6.9,1082,,['Florian Gaag']
tt0498311,Re-cycle,2006,"Fantasy,Horror,Mystery",6.0,5247,Re-cycle,"['Danny Pang', 'Oxide Chun Pang']"
tt0498329,We Live in Public,2009,Documentary,7.1,2003,,['Ondi Timoner']
tt0498353,Hostel: Part II,2007,Horror,5.5,97893,"Hostel, chapitre II",['Eli Roth']
tt0498361,The Christmas Miracle of Jonathan Toomey,2007,Family,6.4,1271,Jonathan Toomey: Le miracle de Noël,['Bill Clark']
tt0498380,Letters from Iwo Jima,2006,"Action,Adventure,Drama",7.8,172078,Lettres d'Iwo Jima,['Clint Eastwood']
tt0498381,Rings,2017,"Drama,Horror,Mystery",4.5,43957,Le Cercle : Rings,['F. Javier Gutiérrez']
tt0498386,The Slaughter,2006,"Comedy,Horror",3.7,1173,,['Jay Lee']
tt0498399,We Own the Night,2007,"Action,Crime,Drama",6.8,94228,La nuit nous appartient,['James Gray']
tt0498465,Stormy Night,2005,"Adventure,Animation,Drama",6.9,1323,La Vallée d'émeraude,['Gisaburô Sugii']
tt0498525,Lissi und der wilde Kaiser,2007,"Adventure,Animation,Comedy",5.1,4493,,['Michael Herbig']
tt0498536,Detective Conan: The Private Eyes' Requiem,2006,"Action,Adventure,Animation",7.1,2235,Le Requiem des détectives,['Yasuichirô Yamamoto']
tt0498567,Summer Time Machine Blues,2005,"Comedy,Sci-Fi",7.1,1747,,['Katsuyuki Motohiro']
tt0498587,Suite Dreams,2006,"Comedy,Drama,Romance",7.0,1409,,['Kôki Mitani']
tt0499041,Kalyug,2005,"Action,Crime,Drama",6.5,3265,,['Mohit Suri']
tt0499097,Without Remorse,2021,"Action,Drama,Thriller",5.8,66305,Sans aucun remords,['Stefano Sollima']
tt0499097,Without Remorse,2021,"Action,Drama,Thriller",5.8,66305,Without Remorse,['Stefano Sollima']
tt0499101,The Free Will,2006,"Crime,Drama",7.4,3332,Le libre arbitre,['Matthias Glasner']
tt0499141,Isabella,2006,Drama,7.1,1506,,['Ho-Cheung Pang']
tt0499238,Milarepa,2006,"Action,Adventure,Biography",7.0,1115,Milarépa - La voie du bonheur,['Neten Chokling']
tt0499262,Takva: A Man's Fear of God,2006,Drama,7.4,13925,"Takva, l'homme qui craint dieu",['Özer Kiziltan']
tt0499262,Takva: A Man's Fear of God,2006,Drama,7.4,13925,"Takva, l'homme qui craint Dieu",['Özer Kiziltan']
tt0499291,Oh Where,1975,"Comedy,Romance",7.6,4913,,['Orhan Aksoy']
tt0499305,Firefly,1975,"Comedy,Romance",7.0,2081,,['Osman F. Seden']
tt0499375,Guru,2007,Drama,7.7,25332,,['Mani Ratnam']
tt0499448,The Chronicles of Narnia: Prince Caspian,2008,"Action,Adventure,Family",6.5,229286,Le Monde de Narnia : Chapitre 2 - Le Prince Caspian,['Andrew Adamson']
tt0499455,Day Night Day Night,2006,"Crime,Drama,Thriller",6.3,2317,"Jour nuit, jour nuit",['Julia Loktev']
tt0499456,Days of Darkness,2007,Horror,3.8,1564,,['Jake Kennedy']
tt0499464,Dracula's Curse,2006,"Action,Horror",2.7,1047,,['Leigh Scott']
tt0499484,The Genius Club,2006,"Drama,Thriller",5.7,2059,,['Timothy A. Chey']
tt0499487,Goal! III,2009,"Drama,Romance,Sport",3.2,13236,,['Andrew Morahan']
tt0499537,Offside,2006,"Comedy,Drama,Sport",7.3,8757,Hors jeu,['Jafar Panahi']
tt0499549,Avatar,2009,"Action,Adventure,Fantasy",7.9,1409712,Avatar,['James Cameron']
tt0499554,Reno 911!: Miami,2007,"Comedy,Crime",5.9,28188,Alerte à Miami Reno 911,['Robert Ben Garant']
tt0499556,War,2007,"Action,Crime,Thriller",6.2,98170,Rogue - L'ultime affrontement,['Philip G. Atwell']
tt0499570,Slipstream,2007,"Comedy,Drama,Fantasy",4.8,4935,,['Anthony Hopkins']
tt0499596,What the Bleep!?: Down the Rabbit Hole,2006,"Documentary,Drama",6.4,2966,,"['William Arntz', 'Betsy Chasse', 'Mark Vicente']"
tt0499603,10 Items or Less,2006,"Comedy,Drama",6.5,16482,Une star dans ma vie,['Brad Silberling']
tt0756222,Art of the Devil II,2005,"Fantasy,Horror,Mystery",5.8,1722,,"['Pasith Buranajan', 'Kome Kongkiat Komesiri', 'Isara Nadee', 'Seree Phongnithi', 'Yosapong Polsap', 'Putipong Saisikaew', 'Art Thamthrakul']"
tt0756313,Sirens in the Aegean,2005,Comedy,5.6,3346,,['Nicos Perakis']
tt0756648,The Fox and the Child,2007,"Drama,Family",6.8,4430,Le Renard et l'Enfant,['Luc Jacquet']
tt0756654,Göta kanal 2 - Kanalkampen,2006,Comedy,3.3,2651,,['Pelle Seth']
tt0756672,The Killing Floor,2007,"Crime,Horror,Mystery",5.5,3347,,['Gideon Raff']
tt0756683,The Man from Earth,2007,"Drama,Fantasy,Mystery",7.8,204961,The Man from Earth,['Richard Schenkman']
tt0756703,Feel the Noise,2007,"Drama,Music",3.0,4830,Feel the Music,['Alejandro Chomski']
tt0756707,Rigged,2008,"Action,Adventure,Crime",5.6,1728,Fight Night,['Jonathan M. Dillon']
tt0756725,Where God Left His Shoes,2007,Drama,7.1,1198,,['Salvatore Stabile']
tt0756727,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),2010,"Biography,Documentary,Music",7.6,1905,,['John Scheinfeld']
tt0756729,Year of the Dog,2007,"Comedy,Drama",6.0,6642,,['Mike White']
tt0757157,A Millionaire's First Love,2006,"Drama,Romance",7.2,5446,,['Tae-gyun Kim']
tt0757361,Margot at the Wedding,2007,"Comedy,Drama",6.0,22953,Margot va au mariage,['Noah Baumbach']
tt0758017,Steel Toes,2006,"Crime,Drama",6.1,1278,,"['Mark Adam', 'David Gow']"
tt0758053,Saawariya,2007,"Drama,Musical,Romance",5.2,8530,,['Sanjay Leela Bhansali']
tt0758730,Aliens vs. Predator: Requiem,2007,"Action,Horror,Sci-Fi",4.6,138358,Aliens vs Predator: Requiem,"['Colin Strause', 'Greg Strause']"
tt0758732,Beaufort,2007,"Action,Drama,War",6.7,4908,,['Joseph Cedar']
tt0758738,Chalk,2006,"Comedy,Drama",6.1,1360,,['Mike Akel']
tt0758742,Death Note,2006,"Crime,Drama,Fantasy",7.5,32321,Death Note 1,['Shûsuke Kaneko']
tt0758742,Death Note,2006,"Crime,Drama,Fantasy",7.5,32321,"Death Note, le film",['Shûsuke Kaneko']
tt0758743,Dirty Sanchez: The Movie,2006,"Action,Comedy,Documentary",6.0,4428,,['Jim Hickey']
tt0758746,Friday the 13th,2009,"Horror,Mystery,Thriller",5.5,120250,Vendredi 13,['Marcus Nispel']
tt0758752,Love & Other Drugs,2010,"Comedy,Drama,Romance",6.7,230587,"Love, et autres drogues",['Edward Zwick']
tt0758754,Illegal Aliens,2007,"Comedy,Sci-Fi",2.7,1006,,['David Giancola']
tt0758758,Into the Wild,2007,"Adventure,Biography,Drama",8.1,668842,Into the Wild,['Sean Penn']
tt0758762,The Last Sentinel,2007,"Action,Sci-Fi,Thriller",3.6,1945,,['Jesse V. Johnson']
tt0758763,Deadly Lessons,2006,"Action,Comedy,Thriller",2.7,2332,,['Stuart Paul']
tt0758766,Music and Lyrics,2007,"Comedy,Music,Romance",6.5,108457,Le come back,['Marc Lawrence']
tt0758771,Outlaw,2007,"Action,Crime,Drama",5.7,12874,Outlaw,['Nick Love']
tt0758774,Body of Lies,2008,"Action,Drama,Thriller",7.0,242554,Mensonges d'état,['Ridley Scott']
tt0758781,Seed,2006,Horror,3.1,7318,Seed,['Uwe Boll']
tt0758784,Starting Out in the Evening,2007,"Drama,Romance",6.9,3368,Starting Out in the Evening,['Andrew Wagner']
tt0758786,Stuck,2007,"Comedy,Crime,Drama",6.5,10387,Stuck : Instinct de survie,['Stuart Gordon']
tt0758786,Stuck,2007,"Comedy,Crime,Drama",6.5,10387,Stuck,['Stuart Gordon']
tt0758794,We Are Marshall,2006,"Drama,Sport",7.0,65696,We Are Marshall,['McG']
tt0758798,Weirdsville,2007,"Comedy,Crime,Drama",6.2,4461,,['Allan Moyle']
