ID,Titre,Année,Genres,Note,Votes,Titre Français,Nom du/des Réalisateur(s)
tt0149898,Black and White,1999,"Action,Mystery,Thriller",5.2,1327,,['Yuri Zeltser']
tt0150021,Camouflage,2001,"Action,Comedy",4.6,2183,,['James Keach']
tt0150143,Claire Dolan,1998,Drama,6.7,1433,Claire Dolan,['Lodge Kerrigan']
tt0150176,Coming Soon,1999,"Comedy,Romance",4.5,1902,,['Colette Burson']
tt0150216,Cradle Will Rock,1999,Drama,6.8,9622,"Broadway, 39ème rue",['Tim Robbins']
tt0150230,The Cruise,1998,Documentary,7.6,1971,,['Bennett Miller']
tt0150338,Divine Trash,1998,Documentary,7.7,1213,,['Steve Yeager']
tt0150377,Double Jeopardy,1999,"Crime,Drama,Mystery",6.5,98238,Double jeu,['Bruce Beresford']
tt0150433,Earth,1998,"Drama,Romance,War",7.6,8183,,['Deepa Mehta']
tt0150662,Show Me Love,1998,"Comedy,Drama,Romance",7.5,56213,Fucking Åmål,['Lukas Moodysson']
tt0150912,Liceenii Rock 'n' Roll,1992,"Comedy,Musical,Romance",7.0,1213,,['Nicolae Corjos']
tt0150915,Hilary and Jackie,1998,"Biography,Drama,Music",7.3,10834,,['Anand Tucker']
tt0150918,Hinterholz 8,1998,Comedy,6.9,1391,,['Harald Sicheritz']
tt0150992,Straight from the Heart,1999,"Comedy,Drama,Musical",7.4,20150,Mon coeur est déjà pris,['Sanjay Leela Bhansali']
tt0151035,Once Upon a Time There Was a Singing Blackbird,1970,"Comedy,Drama,Music",7.6,1348,Il était une fois un merle chanteur,['Otar Iosseliani']
tt0151121,Jeans,1998,"Comedy,Drama,Romance",6.5,4092,,['S. Shankar']
tt0151137,The Messenger: The Story of Joan of Arc,1999,"Adventure,Biography,Drama",6.4,70591,Jeanne d'Arc,['Luc Besson']
tt0151150,Josh,2000,"Action,Drama,Musical",6.1,11277,,['Mansoor Khan']
tt0151206,Khoon Bhari Maang,1988,"Action,Drama,Thriller",6.6,1250,,['Rakesh Roshan']
tt0151239,Kolobos,1999,"Horror,Mystery,Thriller",5.1,2693,Kolobos,"['Daniel Liatowitsch', 'David Todd Ocvirk']"
tt0151479,Next Stop Paradise,1998,"Crime,Drama,Romance",7.8,2445,Terminus paradis,['Lucian Pintilie']
tt0151511,The Season,1975,"Musical,Romance",8.0,1040,,['Gulzar']
tt0151568,Topsy-Turvy,1999,"Biography,Comedy,Drama",7.3,13685,Topsy-Turvy,['Mike Leigh']
tt0151572,The Miracle of P. Tinto,1998,"Comedy,Fantasy",7.1,4396,Le miracle de P. Tinto,['Javier Fesser']
tt0151582,The Minus Man,1999,"Crime,Drama,Mystery",6.0,7410,,['Hampton Fancher']
tt0151691,My Name Is Joe,1998,"Drama,Romance",7.4,9060,My Name Is Joe,['Ken Loach']
tt0151738,Never Been Kissed,1999,"Comedy,Drama,Romance",6.0,99310,College attitude,['Raja Gosnell']
tt0151804,Office Space,1999,Comedy,7.6,294365,"35 heures, c'est déjà trop",['Mike Judge']
tt0151987,Pirates of the 20th Century,1980,"Action,Adventure,Crime",6.7,1006,Les pirates du XXème siècle,['Boris Durov']
tt0152015,Pola X,1999,"Drama,Romance",5.7,5386,Pola X,['Leos Carax']
tt0152015,Pola X,1999,"Drama,Romance",5.7,5386,Pierre ou les ambiguïtés,['Leos Carax']
tt0152139,Ram Teri Ganga Maili,1985,"Drama,Musical,Romance",6.5,1181,,['Raj Kapoor']
tt0152256,Saagar,1985,"Drama,Romance",6.9,1093,,['Ramesh Sippy']
tt0152438,The Silence,1998,"Drama,Music",6.9,1915,Le silence,['Mohsen Makhmalbaf']
tt0152836,Taal,1999,"Drama,Musical,Romance",6.6,6101,,['Subhash Ghai']
tt0152930,Taxi,1998,"Action,Comedy,Crime",7.0,91230,Taxi,['Gérard Pirès']
tt0153032,This Year's Love,1999,"Comedy,Drama,Romance",6.3,1727,Mariage à l'anglaise,['David Kane']
tt0153464,Up at the Villa,2000,"Drama,Romance",6.0,2880,Il suffit d'une nuit,['Philip Haas']
tt0153489,Love and Lies,1981,"Drama,Romance",7.8,2047,,['Ilya Frez']
tt0154034,Zingo,1998,Comedy,5.7,1003,,['Christjan Wegner']
tt0154183,First Rank,1990,"Action,Drama,Sport",4.5,1210,,['Dev Anand']
tt0154420,The Celebration,1998,Drama,8.0,95737,Festen - Fête de famille,['Thomas Vinterberg']
tt0154420,The Celebration,1998,Drama,8.0,95737,Festen,['Thomas Vinterberg']
tt0154421,The Idiots,1998,"Comedy,Drama",6.7,34537,Les idiots,['Lars von Trier']
tt0154443,8 ½ Women,1999,"Comedy,Drama",5.6,4227,8 femmes et demie,['Peter Greenaway']
tt0154443,8 ½ Women,1999,"Comedy,Drama",5.6,4227,8 femmes 1/2,['Peter Greenaway']
tt0154506,Following,1998,"Crime,Mystery,Thriller",7.4,103957,Following - Le suiveur,['Christopher Nolan']
tt0155124,Rudra Veena,1988,"Drama,Music",8.6,2042,,['K. Balachander']
tt0155157,Serial Lover,1998,"Comedy,Crime",6.7,1547,Serial Lover,['James Huth']
tt0155197,Speedway Junky,1999,"Crime,Drama,Romance",5.9,1965,,['Nickolas Perry']
tt0155265,Thillu Mullu,1981,Comedy,8.5,3860,,['K. Balachander']
tt0155267,The Thomas Crown Affair,1999,"Crime,Romance,Thriller",6.9,102481,Thomas Crown,['John McTiernan']
tt0155329,Varumayin Niram Sigappu,1980,Drama,8.2,1161,,['K. Balachander']
tt0155388,The Winslow Boy,1999,"Drama,Romance",7.3,9537,L'honneur des Winslow,['David Mamet']
tt0155487,Amaram,1991,Drama,8.4,3327,,['Bharathan']
tt0155711,Flawless,1999,"Crime,Drama",6.4,20391,Personne n'est parfait(e),['Joel Schumacher']
tt0155722,Gloomy Sunday,1999,"Drama,Romance",7.8,8554,Une chanson d'amour et de mort,['Rolf Schübel']
tt0155753,I'll Be Home for Christmas,1998,"Comedy,Family",5.5,12125,Sacré Père Noël,['Arlene Sanford']
tt0155776,Jawbreaker,1999,"Comedy,Crime,Thriller",5.7,29816,Jawbreaker,['Darren Stein']
tt0155796,Dr. Akagi,1998,"Comedy,Drama,History",7.2,1638,Docteur Akagi,['Shôhei Imamura']
tt0155810,Little Tony,1998,"Comedy,Drama,Romance",6.9,1132,Le p'tit Tony,['Alex van Warmerdam']
tt0155975,Psycho,1998,"Horror,Mystery,Thriller",4.6,51310,Psycho,['Gus Van Sant']
tt0156038,Mrs. Salkim's Diamonds,1999,"Drama,History",6.5,1555,Les diamants de Mme Salkim,"['Tomris Giritlioglu', 'Hakan Eser']"
tt0156079,Sigappu Rojakkal,1978,"Drama,Thriller",7.8,3634,,['Bharathiraja']
tt0156096,Spring Forward,1999,Drama,7.5,1508,,['Tom Gilroy']
tt0156248,August 32nd on Earth,1998,"Drama,Romance",6.5,3657,Un 32 août sur terre,['Denis Villeneuve']
tt0156323,Screwed,2000,"Comedy,Crime",5.7,9685,Les embrouilles de Will,"['Scott Alexander', 'Larry Karaszewski']"
tt0156408,Class Trip,1998,"Drama,Mystery",6.8,1609,La classe de neige,['Claude Miller']
tt0156413,The Clown at Midnight,1998,"Horror,Mystery,Thriller",4.4,2423,Le clown de l'horreur,['Jean Pellerin']
tt0156460,Defying Gravity,1997,"Drama,Romance,Sport",6.6,1760,,['John Keitel']
tt0156515,Entropy,1999,"Comedy,Drama,Romance",6.2,2393,Entropy,['Phil Joanou']
tt0156587,Flowers of Shanghai,1998,"Drama,Romance",7.3,4229,Les fleurs de Shanghai,['Hsiao-Hsien Hou']
tt0156610,The Hole,1998,"Drama,Fantasy,Musical",7.4,4514,The Hole,['Tsai Ming-liang']
tt0156639,The Big Tease,1999,Comedy,6.1,2704,,['Kevin Allen']
tt0156701,"Khrustalyov, My Car!",1998,"Comedy,Drama",7.3,2350,"Khroustaliov, ma voiture!",['Aleksey German']
tt0156706,Zombie 5: Killing Birds,1988,"Horror,Mystery",3.6,1960,L'attaque des morts-vivants,"['Claudio Lattanzi', ""Joe D'Amato""]"
tt0156729,Last Night,1998,"Comedy,Drama,Romance",7.1,10233,Last Night,['Don McKellar']
tt0156735,Legend of the Mummy,1998,"Horror,Thriller",3.0,1184,La légende de la momie,['Jeffrey Obrow']
tt0156757,Mad About Mambo,2000,"Comedy,Drama,Romance",5.9,2148,Fou de samba,['John Forte']
tt0156794,Eternity and a Day,1998,Drama,7.9,14938,L'éternité et un jour,['Theodoros Angelopoulos']
tt0156807,Mr. Accident,2000,Comedy,4.4,1211,Mr. Accident,['Yahoo Serious']
tt0156812,My Dog Skip,2000,"Comedy,Drama,Family",7.0,21576,Mon chien Skip,['Jay Russell']
tt0156841,The Next Best Thing,2000,"Comedy,Drama,Romance",4.7,11824,Un couple presque parfait,['John Schlesinger']
tt0156849,Of Freaks and Men,1998,"Comedy,Drama,History",6.9,4498,Des monstres et des hommes,['Aleksey Balabanov']
tt0156887,Perfect Blue,1997,"Animation,Crime,Drama",8.0,102284,Perfect Blue,['Satoshi Kon']
tt0156887,Perfect Blue,1997,"Animation,Crime,Drama",8.0,102284,Bleu parfait,['Satoshi Kon']
tt0156901,The Apple,1998,Drama,7.2,2799,La pomme,['Samira Makhmalbaf']
tt0156906,The Power of Kangwon Province,1998,Drama,6.9,1043,Le pouvoir de la province de Kangwon,['Hong Sang-soo']
tt0156934,Random Hearts,1999,"Drama,Mystery,Romance",5.4,24263,L'ombre d'un soupçon,['Sydney Pollack']
tt0156985,Sadak,1991,"Action,Crime,Drama",6.4,2940,,['Mahesh Bhatt']
tt0157016,I Stand Alone,1998,"Crime,Drama,Thriller",7.3,26355,Seul contre tous,['Gaspar Noé']
tt0157016,I Stand Alone,1998,"Crime,Drama,Thriller",7.3,26355,Solo Contra Todos,['Gaspar Noé']
tt0157044,Sitcom,1998,"Comedy,Drama,Romance",6.6,5657,Sitcom,['François Ozon']
tt0157075,The Suburbans,1999,"Comedy,Drama",4.2,2573,,['Donal Lardner Ward']
tt0157117,Tokyo Eyes,1998,"Comedy,Thriller",6.6,1437,Tokyo Eyes,['Jean-Pierre Limosin']
tt0157122,Faithless,2000,"Drama,Romance",7.4,3766,Infidèle,['Liv Ullmann']
tt0157154,The Rose Seller,1998,Drama,7.4,2202,La petite marchande de roses,['Víctor Gaviria']
tt0157183,West Beirut,1998,"Comedy,Drama,Romance",7.6,4946,West Beyrouth,['Ziad Doueiri']
tt0157191,One Last Dance,2003,"Drama,Romance",5.3,1667,,['Lisa Niemi']
tt0157208,The School of Flesh,1998,"Drama,Mystery,Romance",6.5,1592,L'école de la chair,['Benoît Jacquot']
tt0157262,2001: A Space Travesty,2000,"Comedy,Sci-Fi",3.5,13099,Y a-t-il un flic pour sauver l'humanité ?,['Allan A. Goldstein']
tt0157339,Baton Baton Mein,1979,"Comedy,Romance",7.5,1369,,['Basu Chatterjee']
tt0157366,Beast Cops,1998,"Action,Crime,Drama",6.8,1236,,"['Gordon Chan', 'Dante Lam']"
tt0157472,Clockstoppers,2002,"Action,Adventure,Comedy",5.2,15309,Top chronos,['Jonathan Frakes']
tt0157503,Drop Dead Gorgeous,1999,"Comedy,Romance,Thriller",6.7,42058,Belles à mourir,['Michael Patrick Jann']
tt0157583,Enigma,2001,"Drama,Mystery,Romance",6.4,22135,Enigma,['Michael Apted']
tt0157713,Mister Designer,1987,"Drama,Fantasy,Horror",6.9,1135,Gospodin oformitel,['Oleg Teptsov']
tt0157894,The Killing of America,1981,"Crime,Documentary",7.5,2479,,['Sheldon Renan']
tt0158011,The Eternal,1998,Horror,4.5,1657,,['Michael Almereyda']
tt0158030,The Girl of Your Dreams,1998,"Comedy,Drama",6.7,4572,La fille de tes rêves,['Fernando Trueba']
tt0158033,Nora,2000,"Biography,Drama",5.9,1886,,['Pat Murphy']
tt0158302,Under the Sun,1998,"Drama,Romance",6.8,3069,Under the Sun,['Colin Nutley']
tt0158371,Sweet and Lowdown,1999,"Comedy,Drama,Music",7.2,37105,Accords et désaccords,['Woody Allen']
tt0158371,Sweet and Lowdown,1999,"Comedy,Drama,Music",7.2,37105,Accords & désaccords,['Woody Allen']
tt0158493,Belly,1998,"Crime,Drama",6.2,12939,Belly,['Hype Williams']
tt0158534,The Burning Train,1980,"Action,Thriller",7.0,1822,,['Ravi Chopra']
tt0158560,The Concert for Bangladesh,1972,"Documentary,Music",8.2,1673,Le concert pour le Bangladesh,['Saul Swimmer']
tt0158583,Deterrence,1999,"Drama,Thriller",6.4,2858,Deterrence,['Rod Lurie']
tt0158610,The Fall of Rock & Roll,1989,Comedy,8.0,3552,,"['Goran Gajic', 'Zoran Pezo', 'Vladimir Slavica']"
tt0158622,The Flintstones in Viva Rock Vegas,2000,"Comedy,Family,Romance",3.7,25957,Les Pierrafeu à Rock Vegas,['Brian Levant']
tt0158692,Juha,1999,"Comedy,Drama,Romance",6.8,3139,Juha,['Aki Kaurismäki']
tt0158714,Lady Snowblood,1973,"Action,Crime,Drama",7.6,16929,Lady Snowblood,['Toshiya Fujita']
tt0158811,Muppets from Space,1999,"Adventure,Comedy,Family",6.2,21050,Les Muppets dans l'espace,['Tim Hill']
tt0158983,"South Park: Bigger, Longer & Uncut",1999,"Animation,Comedy,Fantasy",7.7,218140,"South Park, le film : Plus long, plus grand et pas coupé",['Trey Parker']
tt0159097,The Virgin Suicides,1999,"Drama,Romance",7.2,174403,Virgin Suicides,['Sofia Coppola']
tt0159272,Beautiful People,1999,"Comedy,Drama,War",6.7,2582,Beautiful People,['Jasmin Dizdar']
tt0159273,Behind Enemy Lines,2001,"Action,Drama,Thriller",6.4,114782,En territoire ennemi,['John Moore']
tt0159365,Cold Mountain,2003,"Adventure,Drama,Romance",7.2,158518,Retour à Cold Mountain,['Anthony Minghella']
tt0159382,Croupier,1998,"Crime,Drama,Thriller",7.0,23926,Croupier,['Mike Hodges']
tt0159401,The Debt Collector,1999,"Action,Crime,Thriller",6.6,1213,,['Anthony Neilson']
tt0159421,The Adventures of Elmo in Grouchland,1999,"Adventure,Comedy,Family",5.8,3839,Elmo au pays des grincheux,['Gary Halvorson']
tt0159432,Expect the Unexpected,1998,"Action,Crime,Drama",7.1,1151,Expect the unexpected,"['Tat-Chi Yau', 'Johnnie To']"
tt0159485,The Tough Ones,1999,"Action,Crime,Drama",7.1,5371,Les gros durs,['Aleksi Mäkelä']
tt0159509,Mobile Suit Gundam I,1981,"Action,Adventure,Animation",7.0,2453,Mobile Suit Gundam film 1,"['Ryôji Fujiwara', 'Yoshiyuki Tomino', 'Eikichi Kojika', ""Shin'ya Sadamitsu""]"
tt0159510,Mobile Suit Gundam II: Soldiers of Sorrow,1981,"Action,Animation,Drama",7.1,1733,Mobile Suit Gundam film 2,"['Osamu Sekita', 'Yoshikazu Yasuhiko', 'Yoshiyuki Tomino', 'Ryôji Fujiwara', 'Hiromichi Matano', ""Shin'ya Sadamitsu""]"
tt0159511,Mobile Suit Gundam III: Encounters in Space,1982,"Action,Animation,Drama",7.5,1661,Mobile Suit Gundam film 3,"['Osamu Sekita', 'Yoshikazu Yasuhiko', 'Yoshiyuki Tomino', 'Ryôji Fujiwara', 'Hiromichi Matano', ""Shin'ya Sadamitsu""]"
tt0159568,Mobile Suit Gundam F91,1991,"Action,Animation,Drama",6.4,1060,,['Yoshiyuki Tomino']
tt0159693,Razor Blade Smile,1998,Horror,4.6,1658,Razor Blade Smile,['Jake West']
tt0159696,Relax... It's Just Sex,1998,Comedy,6.7,1629,Relax... It's Just Sex,['P.J. Castellaneta']
tt0159730,The Sex Monster,1999,Comedy,5.1,2948,,['Mike Binder']
tt0159784,Takedown,2000,"Biography,Crime,Drama",6.2,7271,Cybertr@que,['Joe Chappelle']
tt0159797,Top of the Food Chain,1999,"Comedy,Horror,Sci-Fi",6.2,1048,Mars à table!,['John Paizs']
tt0159995,Angel's Dance,1999,"Action,Comedy,Crime",6.2,1477,Contrat sur une tueuse,['David L. Corley']
tt0159995,Angel's Dance,1999,"Action,Comedy,Crime",6.2,1477,Angel's Dance,['David L. Corley']
tt0160009,The Art of War,2000,"Action,Adventure,Crime",5.7,31291,L'Art de la guerre,['Christian Duguay']
tt0160127,Charlie's Angels,2000,"Action,Adventure,Comedy",5.6,199248,Charlie et ses drôles de dames,['McG']
tt0160184,Eye See You,2002,"Crime,Thriller",5.3,29944,Compte à rebours mortel,['Jim Gillespie']
tt0160184,Eye See You,2002,"Crime,Thriller",5.3,29944,D-Tox - Compte à rebours mortel,['Jim Gillespie']
tt0160216,A Dog of Flanders,1999,"Drama,Family",6.2,1026,Nello et le Chien des Flandres,['Kevin Brodie']
tt0160236,Dudley Do-Right,1999,"Comedy,Family,Romance",3.9,11526,"Allô, la police?",['Hugh Wilson']
tt0160236,Dudley Do-Right,1999,"Comedy,Family,Romance",3.9,11526,Dudley Do-Right,['Hugh Wilson']
tt0160289,Four Dogs Playing Poker,2000,"Crime,Drama,Mystery",5.5,1469,Murder Party,['Paul Rachman']
tt0160298,Trippin',1999,Comedy,5.3,1443,,['David Raynr']
tt0160338,Guinevere,1999,"Drama,Romance",5.9,2783,Une histoire d'initiation - Guinevere,['Audrey Wells']
tt0160399,Impostor,2001,"Drama,Mystery,Sci-Fi",6.1,24777,Impostor,['Gary Fleder']
tt0160401,In Too Deep,1999,"Crime,Drama,Thriller",6.2,7244,Gangsta cop,['Michael Rymer']
tt0160403,The Independent,2000,Comedy,5.9,1389,,['Stephen Kessler']
tt0160429,The King and I,1999,"Animation,Family,Fantasy",4.4,4372,Le roi et moi,['Richard Rich']
tt0160484,Lost Souls,2000,"Drama,Horror,Thriller",4.8,11504,Les âmes perdues,['Janusz Kaminski']
tt0160495,Luckytown,2000,"Crime,Drama,Mystery",4.7,1075,Luckytown,['Paul Nicholas']
tt0160509,Agnes Browne,1999,"Comedy,Drama,Romance",6.5,2251,Agnès Browne,['Anjelica Huston']
tt0160513,A Map of the World,1999,Drama,6.5,4754,Une carte du monde,['Scott Elliott']
tt0160611,Ordinary Decent Criminal,2000,"Comedy,Crime",6.3,14517,Ordinary Decent Criminal,"[""Thaddeus O'Sullivan""]"
tt0160620,Oxygen,1999,"Action,Crime,Drama",6.0,4765,Oxygen,['Richard Shepard']
tt0160644,Passion of Mind,2000,"Drama,Mystery,Romance",5.5,3654,D'un rêve à l'autre,['Alain Berliner']
tt0160672,Joe the King,1999,"Crime,Drama",6.7,3049,,['Frank Whaley']
tt0160749,Red Dirt,2000,"Drama,Romance",6.1,1036,,['Tag Purvis']
tt0160797,Rules of Engagement,2000,"Drama,Thriller,War",6.4,51014,L'enfer du devoir,['William Friedkin']
tt0160862,She's All That,1999,"Comedy,Romance",5.9,105858,Elle est trop bien,['Robert Iscove']
tt0160916,The Story of Us,1999,"Comedy,Drama,Romance",6.0,25222,Une vie à deux,['Rob Reiner']
tt0160966,Inconveniente,1999,Drama,7.6,4141,,['Lauren B. Hellerstein']
tt0161010,The Trench,1999,"Drama,History,War",5.9,4338,La tranchée,['William Boyd']
tt0161023,Tumbleweeds,1999,"Comedy,Drama",6.7,3703,Libres comme le vent,"[""Gavin O'Connor""]"
tt0161081,What Lies Beneath,2000,"Drama,Horror,Mystery",6.6,138627,Apparences,['Robert Zemeckis']
tt0161083,What's the Worst That Could Happen?,2001,"Comedy,Crime",5.4,17174,Escrocs,['Sam Weisman']
tt0161100,The Wood,1999,"Comedy,Drama,Romance",7.0,10456,The Wood,['Rick Famuyiwa']
tt0161216,Steal This Movie,2000,"Biography,Drama,Romance",6.3,2426,,['Robert Greenwald']
tt0161292,Bleeder,1999,"Crime,Drama",6.8,9419,Bleeder,['Nicolas Winding Refn']
tt0161492,The Dentist 2,1998,"Horror,Thriller",4.8,4485,Le Dentiste 2,['Brian Yuzna']
tt0161849,Paradiso infernale,1988,"Action,Adventure,Crime",4.0,1025,L'enfer vert,['Antonio Climati']
tt0161860,Nowhere in Africa,2001,"Biography,Drama,History",7.5,14266,Nowhere in Africa,['Caroline Link']
tt0161860,Nowhere in Africa,2001,"Biography,Drama,History",7.5,14266,Nulle part en Afrique,['Caroline Link']
tt0161935,Annaluise & Anton,1999,"Comedy,Drama,Family",7.0,1079,Annaluise et Anton,['Caroline Link']
tt0161935,Annaluise & Anton,1999,"Comedy,Drama,Family",7.0,1079,Petit Point et Antoine,['Caroline Link']
tt0161942,Revelation,1999,"Action,Drama,Sci-Fi",4.8,1106,,['André van Heerden']
tt0162023,Tuvalu,1999,"Comedy,Drama,Romance",7.3,2841,Tuvalu,['Veit Helmer']
tt0162024,Two Ninas,1999,"Comedy,Romance",6.1,1131,,['Neil Turitz']
tt0162162,Truants,1996,Drama,7.9,1017,,['Nikos Grammatikos']
tt0162211,Deadly Instincts,1997,"Horror,Sci-Fi",3.2,1418,,['Paul Matthews']
tt0162222,Cast Away,2000,"Adventure,Drama,Romance",7.8,652704,Seul au monde,['Robert Zemeckis']
tt0162236,Just Looking,1999,"Comedy,Drama",6.7,1601,,['Jason Alexander']
tt0162346,Ghost World,2001,"Comedy,Drama",7.3,128374,Ghost World,['Terry Zwigoff']
tt0162348,Smiling Fish & Goat on Fire,1999,"Comedy,Romance",7.4,2741,,['Kevin Jordan']
tt0162360,"Happy, Texas",1999,"Action,Comedy,Crime",6.3,10383,"Happy, Texas",['Mark Illsley']
tt0162426,Short Sharp Shock,1998,"Crime,Drama,Thriller",7.2,5689,L'engrenage,['Fatih Akin']
tt0162480,Mr. & Mrs. Khiladi,1997,"Comedy,Drama,Romance",6.3,6819,,['David Dhawan']
tt0162503,Nude for Satan,1974,"Adult,Horror",4.3,1375,Les Nuits perverses de Nuda,['Luigi Batzella']
tt0162625,Ambush,1999,"Drama,War",6.7,4529,Embuscade,['Olli Saarela']
tt0162650,Shaft,2000,"Action,Crime,Thriller",6.0,81730,Shaft,['John Singleton']
tt0162661,Sleepy Hollow,1999,"Fantasy,Horror,Mystery",7.3,393684,Sleepy Hollow,['Tim Burton']
tt0162661,Sleepy Hollow,1999,"Fantasy,Horror,Mystery",7.3,393684,Sleepy Hollow : La Légende du cavalier sans tête,['Tim Burton']
tt0162662,A Slipping-Down Life,1999,"Drama,Music,Romance",6.1,1198,A Slipping-Down Life,['Toni Kalem']
tt0162677,Summer of Sam,1999,"Crime,Drama,Romance",6.7,42394,Summer of Sam,['Spike Lee']
tt0162710,Trick,1999,"Comedy,Music,Romance",7.2,9559,,['Jim Fall']
tt0162711,Trixie,2000,"Comedy,Crime,Mystery",4.9,1651,Trixie,['Alan Rudolph']
tt0162766,The White River Kid,1999,"Action,Comedy",4.7,1352,Le Kid de la Rivière Blanche,['Arne Glimcher']
tt0162766,The White River Kid,1999,"Action,Comedy",4.7,1352,The Conmen,['Arne Glimcher']
tt0162830,Twin Falls Idaho,1999,Drama,7.1,5284,Les frères Falls,['Michael Polish']
tt0162866,The Emperor and the Assassin,1998,"Drama,History,Romance",7.2,6535,L'empereur et l'assassin,['Kaige Chen']
tt0162930,Die Hard Dracula,1998,"Comedy,Horror",1.8,3533,Die Hard Dracula,['Peter Horak']
tt0162958,Final Cut,1998,"Drama,Thriller",5.9,2100,Final Cut,"['Dominic Anciano', 'Ray Burdis']"
tt0162973,Get Real,1998,"Comedy,Drama,Romance",7.5,14824,Comme un garçon,['Simon Shore']
tt0162983,Hanging Up,2000,"Comedy,Drama",4.9,13325,Raccroche !,['Diane Keaton']
tt0163019,Sekal Has to Die,1998,Drama,7.3,1050,Le piège (Il faut tuer Sekal),['Vladimír Michálek']
tt0163025,Jurassic Park III,2001,"Action,Adventure,Sci-Fi",5.9,346927,Jurassic Park III,['Joe Johnston']
tt0163187,Runaway Bride,1999,"Comedy,Romance",5.6,106218,Just married (ou presque),['Garry Marshall']
tt0163375,Vicious Lips,1986,"Horror,Music,Sci-Fi",4.4,1965,Pleasure Planet,['Albert Pyun']
tt0163494,Space Adventure Cobra,1982,"Action,Animation,Fantasy",7.2,2425,Cobra,['Osamu Dezaki']
tt0163563,Bullet Ballet,1998,"Crime,Drama,Thriller",6.9,3243,Bullet Ballet,"[""Shin'ya Tsukamoto""]"
tt0163579,Chill Factor,1999,"Action,Adventure,Comedy",5.2,10200,50 degrés Fahrenheit,['Hugh Johnson']
tt0163651,American Pie,1999,Comedy,7.0,443718,American Pie,"['Paul Weitz', 'Chris Weitz']"
tt0163676,The in Crowd,2000,"Drama,Mystery,Thriller",4.7,4922,Sex & manipulations,['Mary Lambert']
tt0163818,Hitman,1998,"Action,Comedy,Crime",6.1,5646,Hitman,['Wei Tung']
tt0163978,The Beach,2000,"Adventure,Drama,Romance",6.6,257956,La Plage,['Danny Boyle']
tt0163983,Bless the Child,2000,"Crime,Drama,Horror",5.1,15561,L'élue,['Chuck Russell']
tt0163984,"Blood, Guts, Bullets and Octane",1998,"Action,Comedy,Crime",5.3,1167,Blood & Bullets,['Joe Carnahan']
tt0163988,Bringing Out the Dead,1999,"Drama,Thriller",6.9,77884,À tombeau ouvert,['Martin Scorsese']
tt0164003,City of Ghosts,2002,"Crime,Drama,Thriller",5.9,5898,City of Ghosts,['Matt Dillon']
tt0164052,Hollow Man,2000,"Action,Horror,Sci-Fi",5.9,140660,Hollow Man : L'Homme sans ombre,['Paul Verhoeven']
tt0164063,It's a Long Road,1998,Drama,7.9,2525,Sur le chemin de la vie,['Pantelis Voulgaris']
tt0164085,Limbo,1999,"Adventure,Drama,Thriller",7.0,6484,Limbo,['John Sayles']
tt0164094,"Learn How to Read and Write, Son",1981,"Comedy,Drama",8.1,1237,,['Thodoros Maragos']
tt0164108,The Muse,1999,Comedy,5.7,11519,La muse,['Albert Brooks']
tt0164114,Drive Me Crazy,1999,"Comedy,Drama,Romance",5.8,21753,,['John Schultz']
tt0164181,Stir of Echoes,1999,"Horror,Mystery,Thriller",6.9,89451,Hypnose,['David Koepp']
tt0164184,The Sum of All Fears,2002,"Action,Drama,Thriller",6.5,126633,La Somme de toutes les peurs,['Phil Alden Robinson']
tt0164212,Under Suspicion,2000,"Crime,Drama,Thriller",6.4,28099,Suspicion,['Stephen Hopkins']
tt0164221,Virtual Sexuality,1999,"Comedy,Drama,Romance",5.1,3072,Virtual Sexuality,['Nick Hurran']
tt0164334,Along Came a Spider,2001,"Crime,Drama,Mystery",6.4,97865,Le Masque de l'araignée,['Lee Tamahori']
tt0164368,The Color of Lies,1999,"Comedy,Crime,Drama",6.6,2577,Au coeur du mensonge,['Claude Chabrol']
tt0164393,Berserker,1987,Horror,4.4,1131,,['Jefferson Richard']
tt0164519,Da grande,1987,"Comedy,Fantasy",6.4,1178,,['Franco Amurri']
tt0164538,Dil Se..,1998,"Drama,Romance",7.5,31908,De tout coeur,['Mani Ratnam']
tt0164550,Duplicate,1998,"Action,Comedy,Crime",5.6,8772,,['Mahesh Bhatt']
tt0164711,Kærlighed ved første hik,1999,Comedy,6.1,2976,,['Tomas Villum Jensen']
tt0164756,Mifune,1999,"Comedy,Drama,Romance",7.1,8107,Mifune - Dogme III,['Søren Kragh-Jacobsen']
tt0164810,Pipe Dream,2001,"Comedy,Romance",6.0,1079,Romance de rêve,['John Walsh']
tt0164877,"Sexo, pudor y lágrimas",1999,"Comedy,Drama",6.5,3158,,['Antonio Serrano']
tt0164912,Stuart Little,1999,"Adventure,Comedy,Family",6.0,152712,Stuart Little,['Rob Minkoff']
tt0164917,Spriggan,1998,"Action,Adventure,Animation",6.5,4311,Spriggan,"['Hirotsugu Kawasaki', 'Norihiko Sutô', 'Katsuhiro Ôtomo']"
tt0164961,Vidocq,2001,"Action,Crime,Fantasy",6.4,23348,Vidocq,['Pitof']
tt0164982,Zatoichi Goes to the Fire Festival,1970,"Action,Adventure,Drama",7.3,1604,La légende de Zatôichi : Le shogun de l'ombre,['Kenji Misumi']
